Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,product_name,average_rating,total_no_of_reviews,brand,model,in_stock,condition,ships_from,sold_by,prime_eligible,drive_type,form_factor,interface,read_speed_mbps,write_speed_mbps,estimated_delivery_date,warranty_months
$0.012,$11.97,$18,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B003H0O6MS?tag=synack-20&linkCode=osi&th=1&psc=1,Sony LTX1500G Data Cartridge,4.8,10,Sony,LTX1500G,True,new,Amazon,Superior Brands Warehouse,True,Portable HDD,"3.5""",USB 3.0,180,180,04/29,12
$0.012,$11.99,$360,1.5 TB x20,,Tape,LTO-5,New,https://www.amazon.com/dp/B01JN8DQIW?tag=synack-20&linkCode=osi&th=1&psc=1,Hewlett Packard LTO-5 Ultrium Data Cartridge 20 Pack,3.7,3,HP,C7975A,True,new,third-party,Malelo and Company,True,Portable HDD,"3.5""",USB 3.0,140,140,05/01,12
$0.012,$12.00,$30,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00BPDKVIW?tag=synack-20&linkCode=osi&th=1&psc=1,Fuji 16310732 Tape Lto Ultrium-6 2.5tb/6.25tb Barium Ferrite bafe,5.0,3,Fujitsu,16310732,True,new,Amazon,ABCX DIRECT,True,Portable HDD,"3.5""",USB 3.0,160,160,04/30,12
$0.012,$12.00,$30,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B010690L30?tag=synack-20&linkCode=osi&th=1&psc=1,IBM 00V7590 LTO Ultrium VI - 2.5TB-6.25TB,0,0,IBM,00V7590,True,new,third-party,Malelo and Company,False,Portable HDD,"3.5""",SAS,160,160,05/07,12
$0.012,$12.00,$30,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00ABV3Y7O?tag=synack-20&linkCode=osi&th=1&psc=1,Fujifilm LTO Ultrium 6 Data Cartridge - LTO-6 2.5TB/6.25TB BARIUM FERRITE,4.4,7,Fujifilm,16310732,True,new,Amazon,Malelo and Company,True,Tape Drive,3480 tape cartridge,LTO-6,140,140,04/30,12
$0.012,$12.00,$30,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00AAHS9YW?tag=synack-20&linkCode=osi&th=1&psc=1,Quantum LTO-6 (MR-L6MQN-02) Ultrium-6 Data Tape Cartridge (2.5TB/6.25TB),5.0,4,Quantum,MR-L6MQN-02,yes,new,Malelo and Company,Malelo and Company,yes,Tape Cartridge,3480 tape cartridge,LTO-6,160,160,05/04,12
$0.012,$12.00,$600,2.5 TB x20,,Tape,LTO-6,New,https://www.amazon.com/dp/B00AKYY56Q?tag=synack-20&linkCode=osi&th=1&psc=1,C7976AL LTO-6 Ultrium 6.25 TB MP RW Custom Labeled Data Cartridge 20 Pack,4.0,0,HEWLETT PACKARD,C7976AL,True,new,ABCX DIRECT,ABCX DIRECT,False,Portable HDD,"3.5""",USB 3.0,0,0,05/04,12
$0.012,$12.00,$180,1.5 TB x10,,Tape,LTO-5,New,https://www.amazon.com/dp/B003HLFF7C?tag=synack-20&linkCode=osi&th=1&psc=1,Quantum LTO-5 MR-L5MQN-01 Ultrium-5 Data Tape Cartridge (1.5/3.0TB) 10 Count,3.0,13,Quantum,MR-L5MQN-01,True,new,Amazon,Malelo and Company,True,Tape Cartridge,LTO-5,LTO,140,140,04/30,12
$0.012,$12.06,$18,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B003Z4QAMU?tag=synack-20&linkCode=osi&th=1&psc=1,"TDK Tape, LTO, Ultrium-5, 1.5TB/3.0TB",5.0,1,TDK,LTO 5,True,new,third-party,Malelo and Company,True,Portable HDD,"3.5""",USB 3.0,140,140,04/30,12
$0.012,$12.26,$18,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B003F8JGPO?tag=synack-20&linkCode=osi&th=1&psc=1,Fujifilm LTO Ultrium 5 1.5TB/3TB Cartridge w/case,5.0,3,Fujifilm,16008030,True,new,Amazon,Malelo and Company,True,Portable HDD,"3.5""",USB 3.0,140,140,04/30,12
$0.012,$12.49,$187,1.5 TB x10,,Tape,LTO-5,New,https://www.amazon.com/dp/B003MAOU8S?tag=synack-20&linkCode=osi&th=1&psc=1,"IBM 10 Pack LTO-5 Ultrium Tape 1.5TB/ 3TB, Part",4.6,20,IBM,FBA_46X1290,limited,new,Amazon,Saab Trading Group,True,Portable HDD,"3.5""",USB 3.0,140,140,05/04,12
$0.013,$12.63,$19,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B00PV1LTXU?tag=synack-20&linkCode=osi&th=1&psc=1,TDK Life on Record LTO Ultrium 5 Data Cartridge - LTO-5-1.50 TB (Native) / 3 TB (Compressed) - 2775.59 ft Tape Length,4.5,0,TDK,TDK61857 -SPR,True,new,Malelo and Company,Malelo and Company,False,Portable HDD,"3.5""",USB 3.0,0,0,04/30,12
$0.013,$12.66,$19,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B00UW3KJMY?tag=synack-20&linkCode=osi&th=1&psc=1,"Fuji LTO, Ultrium-5, 81110000410, 1.5TB/3.0TB, Labeled, TAA [Non - Retail Packaged]",4.0,0,Fujifilm,81110000410,True,new,third-party,Malelo and Company,True,HDD,"3.5""",USB 3.0,180,180,04/30,12
$0.013,$12.83,$19,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B005JZDKXK?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,256,Seagate,B005JZDKXK,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.013,$13.00,$650,2.5 TB x20,30 years,Tape,LTO-6,New,https://www.amazon.com/dp/B00AHQUVVA?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive Storage Device,4.5,250,Unknown,B00AHQUVVA,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.013,$13.00,$650,2.5 TB x20,,Tape,LTO-6,New,https://www.amazon.com/dp/B00E6617IS?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,24
$0.013,$13.00,$975,1.5 TB x50,,Tape,LTO-5,New,https://www.amazon.com/dp/B00KW66JW0?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,500,Unknown,B00KW66JW0,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,110,01/20,24
$0.013,$13.17,$20,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B008BNU71A?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Model,4.5,0,Unknown,B008BNU71A,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,12
$0.013,$13.17,$20,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B008BVQV26?tag=synack-20&linkCode=osi&th=1&psc=1,"IMN27672 - Imation 1/2"" Ultrium LTO-5 Cartridge",4.5,12,Imation,IMN27672,limited,new,Amazon,Saab Trading Group,True,Portable HDD,"1/2""",USB 3.0,140,140,05/04,12
$0.013,$13.20,$33,2.5 TB,2 years,Tape,LTO-6,New,https://www.amazon.com/dp/B06XTRVDTB?tag=synack-20&linkCode=osi&th=1&psc=1,Data Cartridge LTO6 ULTRIUM 6.25TB MP RW,1.0,4,HP,C7976A,True,new,Amazon,Malelo and Company,True,HDD,"3.5""",SATA III,125,125,05/07,24
$0.013,$13.30,$20,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B003KR4CXQ?tag=synack-20&linkCode=osi&th=1&psc=1,LTO5 Ultrium 1.5TB/3TB with Case,4.0,15,TDK,T61857,True,new,third-party,Malelo and Company,False,Portable HDD,TBD,USB 3.0,140,140,04/30,12
$0.013,$13.33,$20,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B003F8HDZO?tag=synack-20&linkCode=osi&th=1&psc=1,16008054 Data Cartridge - LTO Ultrium - LTO-5,4.4,3,Fujifilm,16008054,True,new,third-party,Malelo and Company,False,Portable HDD,"3.5""",USB 3.0,140,140,05/04,12
$0.013,$13.33,$400,1.5 TB x20,,Tape,LTO-5,New,https://www.amazon.com/dp/B00V2PSG0I?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B00V2PSG0I,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.013,$13.44,$11,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B002FTKX6U?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,24
$0.014,$13.50,$17,25 GB x50,,Optical,BD-R,Used,https://www.amazon.com/dp/B00KAN2JXI?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,B00KAN2JXI,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.014,$13.60,$34,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00AIILKT4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.014,$13.60,$340,2.5 TB x10,,Tape,LTO-6,New,https://www.amazon.com/dp/B0B6Y87FC1?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,500,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.014,$13.81,$11,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B000RAGEGM?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,3.5,50,Unknown,B000RAGEGM,limited,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.014,$13.85,$21,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B01EXDKWAM?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,0,0,01/01,24
$0.014,$13.87,$28,2 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B0082D57ZK?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.014,$13.90,$695,2.5 TB x20,,Tape,LTO-6,New,https://www.amazon.com/dp/B00B4G7GQK?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,250,Seagate,ST1000DM003,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,64,64,01/15,24
$0.014,$13.91,$417,1.5 TB x20,,Tape,LTO-5,New,https://www.amazon.com/dp/B014JWMFWU?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B014JWMFWU,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.014,$13.97,$21,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B003CNOSBO?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B003CNOSBO,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.014,$14.00,$175,2.5 TB x5,,Tape,LTO-6,New,https://www.amazon.com/dp/B07JKQHGFR?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Generic,B07JKQHGFR,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,110,100,01/15,24
$0.014,$14.00,$350,2.5 TB x10,1 month,Tape,LTO-6,New,https://www.amazon.com/dp/B09CX28YMX?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0,0,Unknown,B09CX28YMX,unknown,new,Amazon,Amazon,False,SSD,M.2,NVMe PCIe,0,0,01/01,12
$0.014,$14.00,$175,2.5 TB x5,,Tape,LTO-6,New,https://www.amazon.com/dp/B00MRGG9XW?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,B00MRGG9XW,unknown,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/20,24
$0.014,$14.07,$211,1.5 TB x10,,Tape,LTO-5,New,https://www.amazon.com/dp/B003MAOUGA?tag=synack-20&linkCode=osi&th=1&psc=1,HEWLETT PACKARD HP LTO5 Ultrium 3TB RW Data Tape - 10 PACK,4.2,33,HP,LTO5 Ultrium,True,new,third-party,Malelo and Company,False,Portable HDD,"3.5""",SATA III,0,0,04/30,12
$0.014,$14.31,$107,1.5 TB x5,,Tape,LTO-5,New,https://www.amazon.com/dp/B00CJZNQWS?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive 3.5 Inch,4.5,250,Seagate,ST4000DM004,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/20,24
$0.014,$14.36,$11,800 GB,,Tape,LTO-4,Used,https://www.amazon.com/dp/B00J0N3K8C?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.014,$14.36,$11,800 GB,,Tape,LTO-4,Used,https://www.amazon.com/dp/B09WRP1LQB?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,limited,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.014,$14.36,$11,800 GB,,Tape,LTO-4,Used,https://www.amazon.com/dp/B09WWLG519?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,150,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.014,$14.40,$36,2.5 TB,3 months,Tape,LTO-6,New,https://www.amazon.com/dp/B00AZTUDGC?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.014,$14.40,$36,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00INAJA7I?tag=synack-20&linkCode=osi&th=1&psc=1,HEWC7976A - HP LTO-6 Ultrium 6.25TB MP RW Data Cartridge,5.0,1,HP,HEWC7976A,True,new,third-party,Malelo and Company,False,Portable HDD,"3.5""",USB 3.0,180,180,05/07,24
$0.014,$14.40,$36,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00CGWXU20?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,False,HDD,"3.5""",SATA III,0,0,01/01,12
$0.014,$14.40,$36,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00INB2XUS?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,24
$0.015,$14.50,$22,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B007P1Y2WO?tag=synack-20&linkCode=osi&th=1&psc=1,"Imation CRTDG, Tape, Backup, LTO 5",4.0,0,Imation,LTO 5,limited,new,third-party,Saab Trading Group,False,Portable HDD,"3.5""",USB 2.0,40,40,05/04,12
$0.015,$14.66,"$4,398",1.5 TB x200,,Tape,LTO-5,New,https://www.amazon.com/dp/B0CNJ86Y68?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0CNJ86Y68,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.015,$14.79,$37,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00AHQUV3S?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B00AHQUV3S,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,140,01/15,24
$0.015,$14.99,$60,4 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0D9CJJTHJ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.015,$15.00,$60,4 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B01EA0UMYO?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B01EA0UMYO,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.015,$15.00,$30,2 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0056JZ596?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Seagate,B0056JZ596,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.015,$15.12,$121,800 GB x10,,Tape,LTO-4,New,https://www.amazon.com/dp/B0029139H4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,3.5,50,Unknown,Unknown,limited,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,12/20,24
$0.015,$15.30,$23,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B008436RKW?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B008436RKW,unknown,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.015,$15.34,$460,1.5 TB x20,,Tape,LTO-5,New,https://www.amazon.com/dp/B003KCI7O6?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,150,Unknown,B003KCI7O6,limited,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,68,01/15,24
$0.015,$15.45,$232,1.5 TB x10,,Tape,LTO-5,New,https://www.amazon.com/dp/B00KW60YZI?tag=synack-20&linkCode=osi&th=1&psc=1,Western Digital Blue 1TB Internal SSD,4.5,850,Western Digital,WDS100T2B0A,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,525,01/15,60
$0.016,$15.62,$12,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B000QRV3YE?tag=synack-20&linkCode=osi&th=1&psc=1,Fujifilm LTO ULTRIUM 4 800GB/1.6TB,4.8,13,Fujifilm,LTO ULTRIUM 4,True,new,third-party,Malelo and Company,False,Portable HDD,"3.5""",USB 3.0,120,120,04/30,12
$0.016,$15.69,$251,800 GB x20,,Tape,LTO-4,New,https://www.amazon.com/dp/B0019UAH7Q?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B0019UAH7Q,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,12
$0.016,$15.83,$190,12 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0D3JCFD8H?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Drive,4.5,150,Amazon,B0D3JCFD8H,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.016,$15.83,$24,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B00P9WH2OQ?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B00P9WH2OQ,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.016,$15.97,$24,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B003HKLHZC?tag=synack-20&linkCode=osi&th=1&psc=1,Western Digital Blue 1TB Internal Hard Drive,4.5,850,Western Digital,WD10EZEX,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,64,64,01/15,24
$0.016,$15.99,$24,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B00HXGRSFE?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B00HXGRSFE,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.016,$16.25,$260,800 GB x20,,Tape,LTO-4,New,https://www.amazon.com/dp/B007WW8SLM?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda 7200 RPM Internal Hard Drive,4.5,450,Seagate,ST1000DM003,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,24
$0.016,$16.36,$360,22 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0D7G3ZMJL?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Solid State Drive,4.5,150,Unknown,B0D7G3ZMJL,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.016,$16.40,$262,800 GB x20,,Tape,LTO-4,New,https://www.amazon.com/dp/B01AQAOPPO?tag=synack-20&linkCode=osi&th=1&psc=1,Imation 48992 LTO-4 Ultrium Data Cartridge 400GB (Native) / 1.6TB (Compressed) 20-Pack Library PACK/ACE 800GB/1.6T,4.0,0,Imation,48992,True,new,third-party,Malelo and Company,False,Portable HDD,"3.5""",USB 3.0,60,60,04/30,12
$0.017,$16.50,$165,10 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B08PSTJ3L5?tag=synack-20&linkCode=osi&th=1&psc=1,"Dell HD 10T NL12 7.2K 3.5 H-Libra 07FPR, 3.5"", 10000 GB, 7200, 07FPR",4.1,304,Dell,07FPR,limited,new,Depot4Buyers,Depot4Buyers,no,HDD,"3.5""",SAS,180,180,05/18,24
$0.017,$16.67,$200,12 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0D3432GQ6?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B0D3432GQ6,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.017,$16.67,$300,18 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0GTSJQTDW?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.017,$16.67,$25,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B003H8V82G?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,24
$0.017,$16.75,$67,800 GB x5,,Tape,LTO-4,New,https://www.amazon.com/dp/B004OOT9D2?tag=synack-20&linkCode=osi&th=1&psc=1,Maxell 183906 5-Pack LTO Ultrium 4 Tape Cartridge LTO-4 800GB (Native) / 1.6TB 120 Transfer Rate,4.5,1870,Maxell,183906 LTO-4,True,new,third-party,Malelo and Company,False,Hybrid,"3.5""",SATA III,120,120,04/30,36
$0.017,$16.75,$67,4 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B01FRC1AJ0?tag=synack-20&linkCode=osi&th=1&psc=1,External Portable Hard Drive,4.5,150,Unknown,B01FRC1AJ0,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,12
$0.017,$16.80,$42,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B00BRFS88I?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,Unknown,True,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.017,$17.00,$34,2 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0D9MXVYK9?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,M.2,NVMe PCIe,3500,3000,01/01,12
$0.017,$17.06,$34,2 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07C64K3C7?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B07C64K3C7,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.017,$17.14,$240,14 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0C36C1FJ6?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,150,Unknown,B0C36C1FJ6,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.017,$17.33,$26,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B00Q2XD0AG?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B00Q2XD0AG,limited,new,Amazon,Amazon,yes,Portable HDD,"3.5""",USB 3.0,120,110,01/15,24
$0.017,$17.33,$26,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B00N3B6V1U?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.017,$17.44,$14,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B000QRRNFM?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,150,Unknown,B000QRRNFM,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,70,01/15,24
$0.017,$17.50,$70,800 GB x5,,Tape,LTO-4,New,https://www.amazon.com/dp/B017AIIM8Q?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B017AIIM8Q,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.018,$17.50,$35,2 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B003IT70K8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.018,$17.67,$53,3 TB,1 year,Internal,SAS,Used,https://www.amazon.com/dp/B004TLVKLO?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B004TLVKLO,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,115,01/15,24
$0.018,$17.67,$53,3 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B01AIRP8WY?tag=synack-20&linkCode=osi&th=1&psc=1,14X4H Dell – Compatible Enterprise OEM Drive in Dell Hot Swap Caddy – 3TB 7.2K 3.5 SAS LFF 6Gb/s Internal Drive for Dell Servers/Arrays,4.1,304,Dell,14X4H,limited,new,AMTECH,AMTECH,True,HDD,"3.5""",SAS 6Gb/s,120,120,04/29,24
$0.018,$17.78,$178,10 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B07R6P78KL?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive Storage Device,4.5,150,Unknown,B07R6P78KL,limited,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
